Year,Month,Decimal Date,TSN,NSN,SSN,A,B,C,Date
1981,3,1981.205,136.1,87.8,48.3,140.2,77,63.2,1981-3
1981,4,1981.288,151.7,108.7,43,141.3,77,64.3,1981-4
1981,5,1981.372,127.9,87.2,40.7,142.9,75.6,67.3,1981-5
1981,6,1981.455,87.8,39.1,48.7,142.6,73.9,68.7,1981-6
1981,7,1981.539,134.1,47.2,86.9,141.9,72.9,69,1981-7
1981,8,1981.624,162.6,63.1,99.5,141.1,70.3,70.8,1981-8
1981,9,1981.707,178.4,77.8,100.6,141.7,68.7,73,1981-9
1981,10,1981.791,166.9,66.1,100.8,142.3,67.5,74.8,1981-10
1981,11,1981.874,143.6,70.4,73.2,142.4,66.8,75.6,1981-11
1981,12,1981.958,135.4,74.8,60.6,141.9,67.7,74.2,1981-12
1982,1,1982.042,105.6,37,68.6,138.7,68.1,70.6,1982-1
1982,2,1982.123,168.1,93.8,74.3,132.7,67.1,65.6,1982-2
1982,3,1982.204,149.8,88.6,61.2,127.8,65.7,62.1,1982-3
1982,4,1982.287,119.8,69,50.8,123,64,59,1982-4
1982,5,1982.371,93,53.4,39.6,119,61.9,57.1,1982-5
1982,6,1982.454,97.6,51.9,45.7,116.7,60,56.7,1982-6
1982,7,1982.538,108.6,58.6,50,115,58.3,56.7,1982-7
1982,8,1982.623,117.5,59.3,58.2,108.8,52.7,56.1,1982-8
1982,9,1982.706,116.1,46.8,69.3,101.7,47.3,54.4,1982-9
1982,10,1982.79,94.2,46.8,47.4,96.7,43.6,53.1,1982-10
1982,11,1982.873,103.5,45.1,58.4,95.1,42,53.1,1982-11
1982,12,1982.957,117,44.2,72.8,94.6,40.2,54.4,1982-12
1983,1,1983.042,82.8,21.4,61.4,93.1,37.8,55.3,1983-1
1983,2,1983.123,63.3,24.1,39.2,90.1,35,55.1,1983-2
1983,3,1983.203,60.2,27.4,32.8,86.7,32.2,54.5,1983-3
1983,4,1983.287,81.4,36.7,44.7,83.3,29.5,53.8,1983-4
1983,5,1983.37,95.1,30.2,64.9,78.3,26.7,51.6,1983-5
1983,6,1983.454,93.8,35.8,58,71.8,24.1,47.7,1983-6
1983,7,1983.537,82,26.8,55.2,66.4,22.7,43.7,1983-7
1983,8,1983.622,73.7,13.6,60.1,65.5,23.2,42.3,1983-8
1983,9,1983.706,57.5,16.3,41.2,66.8,24.5,42.3,1983-9
1983,10,1983.789,56.2,18.2,38,66.5,25.2,41.3,1983-10
1983,11,1983.873,31.7,8.1,23.6,64.6,25.7,38.9,1983-11
1983,12,1983.956,27,9.6,17.4,62.7,25.4,37.3,1983-12
1984,1,1984.041,60.6,36.9,23.7,60.3,24.8,35.5,1984-1
1984,2,1984.123,82.9,42.1,40.8,57.7,24.4,33.3,1984-2
1984,3,1984.205,83.1,46.3,36.8,54.5,23.2,31.3,1984-3
1984,4,1984.289,64.6,36.8,27.8,51.5,22.4,29.1,1984-4
1984,5,1984.372,77.2,28.7,48.5,49.6,22.2,27.4,1984-5
1984,6,1984.456,53.3,15.6,37.7,48.4,21.6,26.8,1984-6
1984,7,1984.539,39,9.7,29.3,44.7,19.1,25.6,1984-7
1984,8,1984.624,26.5,6.2,20.3,38.8,15.6,23.2,1984-8
1984,9,1984.708,12.4,6.1,6.3,32.5,12.1,20.4,1984-9
1984,10,1984.791,12,5.7,6.3,27.2,9.7,17.5,1984-10
1984,11,1984.875,23.5,8.1,15.4,22.4,8.5,13.9,1984-11
1984,12,1984.958,19.6,9.2,10.4,20.2,8.5,11.7,1984-12
1985,1,1985.043,17.2,3.8,13.4,19.4,8.4,11,1985-1
1985,2,1985.124,14.1,8.9,5.2,19.4,8.1,11.3,1985-2
1985,3,1985.205,14.1,9,5.1,19.4,7.7,11.7,1985-3
1985,4,1985.288,21.2,14.2,7,19,7.3,11.7,1985-4
1985,5,1985.372,27.2,14.4,12.8,18.5,7,11.5,1985-5
1985,6,1985.455,25.9,6.4,19.5,18.4,7.4,11,1985-6
1985,7,1985.539,28,3,25,18.1,7.9,10.2,1985-7
1985,8,1985.624,10.2,1.7,8.5,17.8,7.7,10.1,1985-8
1985,9,1985.707,3.8,0.5,3.3,18.1,7.7,10.4,1985-9
1985,10,1985.791,17.5,5.7,11.8,17.1,6.8,10.3,1985-10
1985,11,1985.874,20.3,13.1,7.2,16,6.4,9.6,1985-11
1985,12,1985.958,11.6,10.5,1.1,14.8,6.6,8.2,1985-12
1986,1,1986.042,12.3,5.6,6.7,13.4,6.9,6.5,1986-1
1986,2,1986.123,17.8,9.5,8.3,13.4,7.3,6.1,1986-2
1986,3,1986.204,11,4.4,6.6,13.5,7.6,5.9,1986-3
1986,4,1986.287,19.3,10.3,9,12.7,7.5,5.2,1986-4
1986,5,1986.371,13.9,9.8,4.1,13.1,7.3,5.8,1986-5
1986,6,1986.454,3.1,1.1,2,14.1,7.5,6.6,1986-6
1986,7,1986.538,16.2,10.4,5.8,13.8,7.4,6.4,1986-7
1986,8,1986.623,7.2,3.9,3.3,13,7,6,1986-8
1986,9,1986.706,9.4,5.6,3.8,12.4,6.9,5.5,1986-9
1986,10,1986.79,26.6,12.5,14.1,12.5,6.8,5.7,1986-10
1986,11,1986.873,17.9,10,7.9,14.4,7.2,7.2,1986-11
1986,12,1986.957,8.6,4.1,4.5,16.1,7.8,8.3,1986-12
1987,1,1987.042,9.8,6.2,3.6,16.8,8.4,8.4,1987-1
1987,2,1987.123,3.2,1.9,1.3,19.2,9.2,10,1987-2
1987,3,1987.203,16.7,9.4,7.3,21.9,9.5,12.4,1987-3
1987,4,1987.287,37.5,12.2,25.3,23.1,9.1,14,1987-4
1987,5,1987.37,26.4,12.7,13.7,26,9.9,16.1,1987-5
1987,6,1987.454,17.4,13,4.4,29.4,10.8,18.6,1987-6
1987,7,1987.537,35.3,13.1,22.2,32.1,11.1,21,1987-7
1987,8,1987.622,41.6,7.7,33.9,35.6,12.2,23.4,1987-8
1987,9,1987.706,33.9,7.3,26.6,38.1,14.4,23.7,1987-9
1987,10,1987.789,59.9,26.1,33.8,41,17,24,1987-10
1987,11,1987.873,42.7,10,32.7,46.8,20.3,26.5,1987-11
1987,12,1987.956,28.4,3.7,24.7,51.6,22.1,29.5,1987-12
1988,1,1988.041,51.2,19.7,31.5,56.8,24.5,32.3,1988-1
1988,2,1988.123,47.9,34.3,13.6,62.7,28.6,34.1,1988-2
1988,3,1988.205,68.1,43.2,24.9,69.1,33.6,35.5,1988-3
1988,4,1988.289,86.8,47.3,39.5,75.5,37.7,37.8,1988-4
1988,5,1988.372,65.4,25.2,40.2,84.2,43.2,41,1988-5
1988,6,1988.456,97.6,40.5,57.1,92.2,49.2,43,1988-6
1988,7,1988.539,108.4,54.9,53.5,102.5,56.2,46.3,1988-7
1988,8,1988.624,110,75.7,34.3,113.7,61.4,52.3,1988-8
1988,9,1988.708,120.9,56.1,64.8,121.8,65.7,56.1,1988-9
1988,10,1988.791,132.1,68.4,63.7,127.3,70.2,57.1,1988-10
1988,11,1988.875,125.9,75.7,50.2,132.7,74.7,58,1988-11
1988,12,1988.958,164.6,100.2,64.4,137.8,77.8,60,1988-12
1989,1,1989.043,169.5,85.7,83.8,142.8,79.4,63.4,1989-1
1989,2,1989.124,159.9,96,63.9,147.3,79.9,67.4,1989-2
1989,3,1989.205,139,93.3,45.7,151.6,81.5,70.1,1989-3
1989,4,1989.288,133.2,76.4,56.8,155,83.2,71.8,1989-4
1989,5,1989.372,146.3,73,73.3,157.6,82.4,75.2,1989-5
1989,6,1989.455,172.3,78.3,94,157.9,81.5,76.4,1989-6
1989,7,1989.539,156.1,71.3,84.8,157.6,81.5,76.1,1989-7
1989,8,1989.624,176.1,81.3,94.8,158,80.3,77.7,1989-8
1989,9,1989.707,160.5,82.6,77.9,158.1,79.3,78.8,1989-9
1989,10,1989.791,158.4,66.9,91.5,158.9,80,78.9,1989-10
1989,11,1989.874,169.5,95.2,74.3,157.5,80.5,77,1989-11
1989,12,1989.958,162.6,91.9,70.7,154.5,80.2,74.3,1989-12
1990,1,1990.042,169.2,73.4,95.8,152.2,80.1,72.1,1990-1
1990,2,1990.123,127.6,77.3,50.3,149.3,78.9,70.4,1990-2
1990,3,1990.204,148.6,88.8,59.8,149.8,78.2,71.6,1990-3
1990,4,1990.287,138.3,79.6,58.7,149.7,77.1,72.6,1990-4
1990,5,1990.371,131.3,74,57.3,147.2,74,73.2,1990-5
1990,6,1990.454,138,66.6,71.4,144,71.3,72.7,1990-6
1990,7,1990.538,132.8,69,63.8,141.6,70,71.6,1990-7
1990,8,1990.623,202.8,81.5,121.3,140.8,67.6,73.2,1990-8
1990,9,1990.706,126.9,49.4,77.5,141.5,66.5,75,1990-9
1990,10,1990.79,148.1,59.3,88.8,143,66.1,76.9,1990-10
1990,11,1990.873,129.3,58.5,70.8,143.7,65.5,78.2,1990-11
1990,12,1990.957,127.7,64.5,63.2,143.7,65.8,77.9,1990-12
1991,1,1991.042,132.3,55.3,77,144.3,66.5,77.8,1991-1
1991,2,1991.123,154.4,76.6,77.8,144.5,67,77.5,1991-2
1991,3,1991.203,152.2,72.6,79.6,146,67.3,78.7,1991-3
1991,4,1991.287,139.7,64.7,75,147,67.2,79.8,1991-4
1991,5,1991.37,126.1,72.8,53.3,147.3,66,81.3,1991-5
1991,6,1991.454,167.5,77.8,89.7,147.2,65.1,82.1,1991-6
1991,7,1991.537,170.2,82.1,88.1,146.8,63.5,83.3,1991-7
1991,8,1991.622,166.8,56.5,110.3,146.5,61.2,85.3,1991-8
1991,9,1991.706,146.6,53.8,92.8,146.2,59.9,86.3,1991-9
1991,10,1991.789,136.3,51.4,84.9,144.4,57.9,86.5,1991-10
1991,11,1991.873,116.6,48.4,68.2,140.4,53.8,86.6,1991-11
1991,12,1991.956,139,39,100,133.2,49.3,83.9,1991-12
1992,1,1992.041,150.5,54.1,96.4,123.9,46,77.9,1992-1
1992,2,1992.123,155.7,66.7,89,116.5,44.3,72.2,1992-2
1992,3,1992.205,107.5,41.8,65.7,109.2,42.3,66.9,1992-3
1992,4,1992.289,95.9,25,70.9,103,40.3,62.7,1992-4
1992,5,1992.372,82.9,29.6,53.3,98.9,38.8,60.1,1992-5
1992,6,1992.456,72.4,42.4,30,94.7,37.2,57.5,1992-6
1992,7,1992.539,79.9,38.4,41.5,88.4,34.2,54.2,1992-7
1992,8,1992.624,62.1,30.1,32,82.1,31,51.1,1992-8
1992,9,1992.708,66.9,29.3,37.6,78.5,30.5,48,1992-9
1992,10,1992.791,87,35.7,51.3,76.8,31.1,45.7,1992-10
1992,11,1992.875,90.7,19.2,71.5,75,30.5,44.5,1992-11
1992,12,1992.958,84.4,21.4,63,74,30.5,43.5,1992-12
1993,1,1993.043,71.5,26.5,45,71.7,30,41.7,1993-1
1993,2,1993.124,75.6,35.8,39.8,70.4,29.3,41.1,1993-2
1993,3,1993.205,74.8,31.8,43,67.9,28.7,39.2,1993-3
1993,4,1993.288,60.8,26.6,34.2,63.3,27.7,35.6,1993-4
1993,5,1993.372,63.9,46.8,17.1,58.9,27.3,31.6,1993-5
1993,6,1993.455,46.6,24.1,22.5,55,27.1,27.9,1993-6
1993,7,1993.539,55.9,24.2,31.7,53.2,27.5,25.7,1993-7
1993,8,1993.624,40.4,24.9,15.5,50.9,28.1,22.8,1993-8
1993,9,1993.707,25.4,15.5,9.9,48,27.7,20.3,1993-9
1993,10,1993.791,48.5,21.5,27,44.9,26.4,18.5,1993-10
1993,11,1993.874,38.3,17.4,20.9,41.3,24.1,17.2,1993-11
1993,12,1993.958,56.3,37.6,18.7,38.2,22.6,15.6,1993-12
1994,1,1994.042,48.7,39.4,9.3,36.2,21.5,14.7,1994-1
1994,2,1994.123,39.5,24.3,15.2,35.6,20.5,15.1,1994-2
1994,3,1994.204,28.1,14.9,13.2,34.8,19.7,15.1,1994-3
1994,4,1994.287,16.8,14.4,2.4,33.2,18.5,14.7,1994-4
1994,5,1994.371,21.1,14.6,6.5,32.4,18.1,14.3,1994-5
1994,6,1994.454,27.8,10.9,16.9,29.8,15.7,14.1,1994-6
